SRC,TRG
with the kindly badger a zebra laughed past,with the kindly badger a zebra laughed
a zebra hoped past,a zebra hoped
the robins danced pres,the robins dance
a badger laughed past,a badger laughed
most badgers near the zebras laughed past,most badgers near the zebras laughed
the zebras danced pres,the zebras dance
the badgers near the badger near the kindly gentle chickens laughed pres,the badgers near the badger near the kindly gentle chickens laugh
with the gentle gentle badger a robin near the gentle zebras coughed pres,with the gentle gentle badger a robin near the gentle zebras coughs
the clever zebras danced pres,the clever zebras dance
the zebra danced pres,the zebra dances
with them the zebras burped past,with them the zebras burped
the badger laughed past,the badger laughed
near him he danced past,near him he danced
near the chickens they danced pres,near the chickens they dance
the chickens laughed past,the chickens laughed
the zebras near a zebra laughed pres,the zebras near a zebra laugh
the robin near the zebra laughed past,the robin near the zebra laughed
most humble robins laughed pres,most humble robins laugh
with them the badgers danced pres,with them the badgers dance
the frogs laughed past,the frogs laughed
they laughed past,they laughed
most badgers near them hoped pres,most badgers near them hope
near the clever badger the chicken laughed pres,near the clever badger the chicken laughs
the chicken hoped pres,the chicken hopes
they laughed past,they laughed
near a robin with most gentle gentle robins a robin near him coughed pres,near a robin with most gentle gentle robins a robin near him coughs
the dogs near a jocular chicken danced pres,the dogs near a jocular chicken dance
near the zebras the gentle zebras burped past,near the zebras the gentle zebras burped
the badger laughed past,the badger laughed
with her a gentle chicken laughed pres,with her a gentle chicken laughs
a zebra danced pres,a zebra dances
the zebras laughed past,the zebras laughed
they burped past,they burped
most zebras burped pres,most zebras burp
a chicken hoped past,a chicken hoped
near the kindly gentle robins the zebras died past,near the kindly gentle robins the zebras died
the humble gentle zebras burped pres,the humble gentle zebras burp
a zebra coughed past,a zebra coughed
a zebra laughed past,a zebra laughed
a chicken with the zebras died pres,a chicken with the zebras dies
most robins laughed past,most robins laughed
the gentle humble zebra laughed pres,the gentle humble zebra laughs
the robin near most badgers died pres,the robin near most badgers dies
they hoped pres,they hope
he died pres,he dies
the frogs coughed past,the frogs coughed
a badger near the gentle kindly zebras laughed pres,a badger near the gentle kindly zebras laughs
they hoped pres,they hope
the badgers laughed pres,the badgers laugh
a gentle zebra laughed pres,a gentle zebra laughs
with a zebra with the badgers the zebra near a zebra with the clever zebra laughed past,with a zebra with the badgers the zebra near a zebra with the clever zebra laughed
near most humble badgers the zebras near most zebras laughed past,near most humble badgers the zebras near most zebras laughed
he coughed past,he coughed
she laughed pres,she laughs
the gentle chicken laughed past,the gentle chicken laughed
they coughed pres,they cough
they hoped pres,they hope
near most humble badgers the clever zebras laughed past,near most humble badgers the clever zebras laughed
with the dogs with her they laughed past,with the dogs with her they laughed
with most zebras with him most robins with the zebras with her danced pres,with most zebras with him most robins with the zebras with her dance
most zebras near him laughed past,most zebras near him laughed
a dog hoped pres,a dog hopes
the badgers with the robins near most chickens with her laughed past,the badgers with the robins near most chickens with her laughed
the gentle gentle humble badgers laughed pres,the gentle gentle humble badgers laugh
they danced past,they danced
the zebra died past,the zebra died
the chickens died pres,the chickens die
the dog laughed past,the dog laughed
a zebra danced pres,a zebra dances
a dog burped pres,a dog burps
most zebras near the robin danced past,most zebras near the robin danced
with them the badgers danced pres,with them the badgers dance
the zebra danced past,the zebra danced
the robin danced past,the robin danced
near her a badger laughed past,near her a badger laughed
the zebra danced pres,the zebra dances
the gentle zebras laughed past,the gentle zebras laughed
she laughed past,she laughed
the zebras laughed pres,the zebras laugh
she laughed pres,she laughs
a clever chicken danced past,a clever chicken danced
with the kindly badgers they laughed pres,with the kindly badgers they laugh
the zebra burped pres,the zebra burps
the chickens near the badger burped past,the chickens near the badger burped
a clever chicken laughed pres,a clever chicken laughs
the humble dogs danced past,the humble dogs danced
the zebras danced past,the zebras danced
he hoped pres,he hopes
the jocular lovely chickens danced past,the jocular lovely chickens danced
the humble frog burped past,the humble frog burped
with a gentle zebra the badger near the badgers laughed pres,with a gentle zebra the badger near the badgers laughs
a dog burped pres,a dog burps
most badgers with a gentle badger laughed past,most badgers with a gentle badger laughed
near the gentle gentle zebras most zebras laughed past,near the gentle gentle zebras most zebras laughed
the badgers danced past,the badgers danced
the robins near the badgers laughed pres,the robins near the badgers laugh
the badgers died pres,the badgers die
the frog laughed past,the frog laughed
near a zebra near the zebras the gentle zebra danced past,near a zebra near the zebras the gentle zebra danced
the zebras coughed past,the zebras coughed
the clever chickens laughed past,the clever chickens laughed
the badger laughed pres,the badger laughs
the zebras died pres,the zebras die
the dogs danced past,the dogs danced
with the dogs near the chickens near a badger the zebras danced past,with the dogs near the chickens near a badger the zebras danced
a dog laughed pres,a dog laughs
the frog laughed pres,the frog laughs
the zebra laughed pres,the zebra laughs
the humble zebra laughed pres,the humble zebra laughs
he hoped past,he hoped
with a robin a zebra with the zebras laughed past,with a robin a zebra with the zebras laughed
a chicken near the badger hoped pres,a chicken near the badger hopes
a zebra died past,a zebra died
the gentle zebra coughed past,the gentle zebra coughed
with him a dog hoped pres,with him a dog hopes
a zebra danced past,a zebra danced
a zebra coughed pres,a zebra coughs
the dogs danced pres,the dogs dance
a badger near the badgers burped past,a badger near the badgers burped
the chicken danced past,the chicken danced
they laughed pres,they laugh
he danced past,he danced
a dog laughed past,a dog laughed
the kindly robin burped past,the kindly robin burped
she burped pres,she burps
a zebra with the clever gentle jocular humble zebras laughed past,a zebra with the clever gentle jocular humble zebras laughed
with the robin with the zebra the chicken laughed past,with the robin with the zebra the chicken laughed
the zebra burped past,the zebra burped
